July 9, 2018
3:16 PM
Hot Liquid Setpoint (°C):
0
Cold Liquid Setpoint (°C):
0
Hot Liquid Flowrate (LPM): 
0.0
Cold Liquid Flowrate (LPM):
0.0
Mean Pressure Setpoint (kPa):
0
Load Torque Setpoint (Nm):
0.0
Teknic Motor Setpoint (RPM):
0
Counter data is in units of (Counts). Voltage data is in units of (V).


VI_time      	ctr0	VI_0	VI_1	VI_2	VI_3	VI_4	VI_5	VI_6	VI_7	VI_8	VI_9	VI_10	VI_11	VI_12	VI_13	VI_14	VI_15	VI_16	VI_17	VI_18	VI_19	VI_20	VI_21	VI_22	VI_23	VI_24	VI_25	VI_26	VI_27	VI_28	VI_29	VI_30	VI_31
8196.698582	0.000	-9.411	-8.956	-8.713	-8.108	-7.692	-7.182	-6.625	-5.816	-5.146	-4.438	-3.844	-2.845	-2.072	-1.299	-0.519	0.240	1.106	2.022	2.775	3.577	4.592	5.164	5.761	6.377	6.979	7.636	8.170	8.608	8.977	9.272	9.361	9.661
8196.699582	0.000	-6.332	-5.489	-4.883	-3.945	-3.228	-2.451	-1.662	-0.659	0.164	0.987	1.653	2.683	3.444	4.164	4.850	5.473	6.164	6.866	7.368	7.884	8.580	8.803	9.023	9.238	9.417	9.632	9.709	9.678	9.571	9.384	8.991	8.811
8196.700577	0.000	-0.941	0.073	0.807	1.830	2.588	3.362	4.103	5.015	5.705	6.350	6.799	7.573	8.040	8.431	8.755	8.988	9.260	9.521	9.562	9.599	9.805	9.527	9.241	8.948	8.620	8.336	7.924	7.417	6.851	6.225	5.419	4.852
8196.701570	0.000	4.840	5.715	6.266	7.065	7.559	8.031	8.435	8.977	9.266	9.484	9.481	9.783	9.762	9.651	9.464	9.180	8.935	8.680	8.212	7.751	7.471	6.726	5.995	5.281	4.561	3.915	3.174	2.374	1.555	0.715	-0.262	-0.958
8196.702568	0.000	8.800	9.261	9.371	9.705	9.715	9.686	9.576	9.595	9.357	9.047	8.520	8.305	7.777	7.176	6.517	5.783	5.115	4.465	3.634	2.846	2.275	1.280	0.339	-0.541	-1.383	-2.106	-2.878	-3.662	-4.421	-5.154	-5.981	-6.481
8196.703558	0.000	9.355	9.318	8.931	8.772	8.294	7.789	7.218	6.793	6.132	5.425	4.527	3.972	3.138	2.265	1.371	0.443	-0.380	-1.142	-2.043	-2.858	-3.411	-4.347	-5.185	-5.921	-6.577	-7.075	-7.584	-8.069	-8.495	-8.864	-9.300	-9.384
8196.704567	0.000	6.311	5.824	5.014	4.460	3.621	2.791	1.932	1.260	0.395	-0.474	-1.488	-2.114	-2.973	-3.823	-4.648	-5.462	-6.126	-6.686	-7.341	-7.871	-8.101	-8.677	-9.123	-9.436	-9.643	-9.669	-9.686	-9.663	-9.569	-9.410	-9.313	-8.864
8196.705564	0.000	1.187	0.513	-0.444	-1.103	-2.004	-2.855	-3.691	-4.297	-5.055	-5.774	-6.598	-6.995	-7.589	-8.138	-8.630	-9.079	-9.352	-9.495	-9.713	-9.787	-9.547	-9.642	-9.599	-9.421	-9.136	-8.673	-8.209	-7.717	-7.169	-6.573	-6.061	-5.223
8196.706552	0.000	-4.499	-5.069	-5.881	-6.352	-7.027	-7.612	-8.146	-8.417	-8.808	-9.132	-9.535	-9.489	-9.620	-9.692	-9.693	-9.646	-9.416	-9.057	-8.776	-8.358	-7.637	-7.265	-6.774	-6.168	-5.481	-4.644	-3.836	-3.034	-2.211	-1.378	-0.668	0.326
8196.707561	0.000	-8.736	-8.928	-9.332	-9.369	-9.586	-9.695	-9.737	-9.503	-9.381	-9.188	-9.073	-8.513	-8.137	-7.714	-7.235	-6.726	-6.057	-5.284	-4.618	-3.846	-2.806	-2.152	-1.417	-0.609	0.238	1.192	2.072	2.903	3.708	4.478	5.080	5.924
8196.708553	0.000	-9.773	-9.462	-9.358	-8.888	-8.602	-8.214	-7.771	-7.067	-6.494	-5.871	-5.352	-4.416	-3.695	-2.961	-2.208	-1.462	-0.596	0.331	1.110	1.949	3.015	3.648	4.319	5.020	5.717	6.479	7.126	7.686	8.184	8.612	8.842	9.284
8196.709557	0.000	-7.466	-6.714	-6.191	-5.326	-4.671	-3.945	-3.196	-2.221	-1.414	-0.596	0.078	1.128	1.921	2.684	3.424	4.113	4.879	5.666	6.263	6.882	7.689	8.029	8.373	8.715	9.026	9.377	9.591	9.698	9.729	9.678	9.420	9.371
8196.710553	0.000	-2.444	-1.445	-0.714	0.316	1.093	1.898	2.681	3.645	4.397	5.116	5.647	6.512	7.078	7.576	8.013	8.364	8.761	9.148	9.319	9.488	9.826	9.681	9.527	9.362	9.162	8.999	8.704	8.308	7.846	7.317	6.599	6.111
8196.711554	0.000	3.702	4.632	5.247	6.118	6.690	7.247	7.742	8.380	8.770	9.093	9.198	9.609	9.699	9.700	9.624	9.450	9.313	9.163	8.796	8.432	8.244	7.585	6.933	6.291	5.636	5.046	4.352	3.592	2.802	1.982	1.015	0.320
8196.712544	0.000	8.073	8.659	8.899	9.367	9.512	9.621	9.649	9.805	9.703	9.527	9.129	9.039	8.631	8.143	7.589	6.953	6.373	5.802	5.040	4.309	3.786	2.826	1.909	1.040	0.198	-0.537	-1.334	-2.154	-2.960	-3.752	-4.648	-5.228
8196.713542	0.000	9.523	9.591	9.306	9.246	8.865	8.451	7.966	7.622	7.037	6.397	5.559	5.057	4.266	3.429	2.563	1.652	0.837	0.074	-0.836	-1.671	-2.253	-3.225	-4.109	-4.898	-5.616	-6.183	-6.767	-7.334	-7.848	-8.310	-8.842	-9.026
8196.714539	0.000	7.324	6.925	6.195	5.711	4.934	4.154	3.336	2.694	1.848	0.987	-0.030	-0.670	-1.554	-2.441	-3.312	-4.183	-4.914	-5.548	-6.289	-6.911	-7.240	-7.923	-8.480	-8.911	-9.239	-9.388	-9.531	-9.635	-9.669	-9.636	-9.664	-9.338
8196.715575	0.000	2.906	2.260	1.318	0.661	-0.252	-1.127	-2.002	-2.659	-3.480	-4.275	-5.186	-5.681	-6.382	-7.048	-7.665	-8.247	-8.658	-8.945	-9.312	-9.537	-9.450	-9.699	-9.810	-9.783	-9.648	-9.330	-9.006	-8.649	-8.227	-7.751	-7.349	-6.611
8196.716532	0.000	-2.621	-3.260	-4.154	-4.722	-5.505	-6.210	-6.875	-7.285	-7.825	-8.306	-8.871	-8.993	-9.295	-9.541	-9.718	-9.845	-9.789	-9.600	-9.485	-9.229	-8.661	-8.437	-8.083	-7.605	-7.035	-6.303	-5.587	-4.864	-4.106	-3.323	-2.650	-1.675
8196.717527	0.000	-7.584	-7.930	-8.496	-8.701	-9.092	-9.377	-9.599	-9.545	-9.603	-9.588	-9.649	-9.260	-9.049	-8.784	-8.456	-8.087	-7.549	-6.895	-6.336	-5.658	-4.697	-4.109	-3.425	-2.652	-1.825	-0.875	0.016	0.873	1.722	2.549	3.224	4.154
8196.718524	0.000	-9.822	-9.680	-9.744	-9.439	-9.313	-9.081	-8.786	-8.223	-7.782	-7.282	-6.874	-6.039	-5.406	-4.746	-4.053	-3.355	-2.522	-1.611	-0.836	0.015	1.106	1.781	2.507	3.277	4.056	4.912	5.667	6.344	6.970	7.536	7.911	8.506
8196.719529	0.000	-8.649	-8.041	-7.651	-6.908	-6.364	-5.735	-5.070	-4.164	-3.411	-2.632	-1.982	-0.940	-0.140	0.647	1.425	2.168	3.003	3.874	4.567	5.295	6.224	6.697	7.184	7.679	8.150	8.667	9.053	9.336	9.545	9.675	9.597	9.727
8196.720519	0.000	-4.444	-3.501	-2.811	-1.805	-1.035	-0.222	0.584	1.589	2.397	3.187	3.804	4.768	5.448	6.071	6.645	7.144	7.697	8.249	8.591	8.938	9.457	9.496	9.527	9.549	9.532	9.551	9.433	9.208	8.911	8.539	7.968	7.617
8196.721528	0.000	1.488	2.484	3.181	4.149	4.834	5.519	6.153	6.944	7.497	7.992	8.279	8.878	9.162	9.361	9.485	9.513	9.577	9.626	9.455	9.281	9.277	8.794	8.309	7.824	7.313	6.856	6.281	5.624	4.921	4.174	3.262	2.605
8196.722511	0.000	6.963	7.679	8.058	8.670	8.965	9.227	9.412	9.728	9.785	9.767	9.526	9.590	9.331	8.987	8.571	8.066	7.608	7.149	6.489	5.850	5.407	4.513	3.651	2.823	2.008	1.286	0.490	-0.344	-1.178	-2.011	-2.962	-3.610
8196.723511	0.000	9.431	9.695	9.606	9.739	9.547	9.318	9.010	8.837	8.411	7.921	7.223	6.846	6.167	5.428	4.644	3.799	3.035	2.306	1.411	0.576	-0.023	-1.030	-1.965	-2.822	-3.623	-4.289	-4.986	-5.680	-6.333	-6.945	-7.638	-7.992
8196.724507	0.000	8.547	8.309	7.727	7.382	6.729	6.061	5.340	4.780	3.999	3.187	2.203	1.578	0.692	-0.212	-1.120	-2.043	-2.842	-3.561	-4.400	-5.136	-5.593	-6.416	-7.124	-7.716	-8.215	-8.543	-8.871	-9.165	-9.393	-9.556	-9.780	-9.648
8196.725508	0.000	4.416	3.821	2.918	2.288	1.389	0.515	-0.370	-1.050	-1.906	-2.749	-3.719	-4.284	-5.065	-5.823	-6.539	-7.230	-7.758	-8.168	-8.664	-9.024	-9.074	-9.464	-9.718	-9.834	-9.841	-9.666	-9.481	-9.259	-8.968	-8.616	-8.333	-7.706
8196.726507	0.000	-1.365	-2.031	-2.960	-3.572	-4.408	-5.175	-5.909	-6.397	-7.020	-7.590	-8.251	-8.472	-8.879	-9.231	-9.517	-9.755	-9.811	-9.733	-9.729	-9.581	-9.119	-8.997	-8.741	-8.356	-7.873	-7.222	-6.581	-5.924	-5.224	-4.492	-3.859	-2.916
8196.727498	0.000	-6.610	-7.047	-7.710	-8.020	-8.520	-8.919	-9.257	-9.323	-9.503	-9.610	-9.793	-9.525	-9.433	-9.284	-9.067	-8.806	-8.370	-7.811	-7.341	-6.745	-5.857	-5.333	-4.704	-3.976	-3.183	-2.258	-1.381	-0.527	0.328	1.174	1.877	2.846
8196.728495	0.000	-9.588	-9.578	-9.776	-9.603	-9.608	-9.505	-9.336	-8.895	-8.570	-8.180	-7.877	-7.137	-6.592	-6.010	-5.387	-4.747	-3.962	-3.089	-2.340	-1.504	-0.415	0.268	1.014	1.815	2.637	3.547	4.365	5.115	5.825	6.482	6.957	7.659
8196.729495	0.000	-9.234	-8.734	-8.448	-7.802	-7.348	-6.802	-6.212	-5.372	-4.677	-3.945	-3.332	-2.318	-1.534	-0.753	0.029	0.787	1.648	2.555	3.294	4.078	5.072	5.619	6.188	6.772	7.339	7.959	8.453	8.849	9.175	9.424	9.467	9.719
8196.730494	0.000	-5.602	-4.713	-4.068	-3.097	-2.354	-1.557	-0.755	0.254	1.077	1.892	2.543	3.552	4.285	4.971	5.615	6.192	6.831	7.476	7.917	8.367	8.994	9.144	9.289	9.426	9.526	9.662	9.660	9.549	9.364	9.100	8.633	8.381
8196.731502	0.000	0.155	1.167	1.892	2.896	3.628	4.367	5.066	5.929	6.562	7.145	7.525	8.224	8.612	8.920	9.156	9.298	9.478	9.644	9.589	9.531	9.641	9.270	8.892	8.509	8.096	7.730	7.240	6.661	6.029	5.343	4.483	3.870
8196.732492	0.000	5.502	6.336	6.843	7.592	8.033	8.448	8.791	9.270	9.494	9.645	9.574	9.807	9.716	9.537	9.282	8.932	8.622	8.305	7.777	7.260	6.928	6.135	5.360	4.607	3.854	3.179	2.415	1.599	0.768	-0.076	-1.053	-1.742
8196.733482	0.000	8.935	9.365	9.445	9.747	9.725	9.664	9.522	9.510	9.241	8.902	8.346	8.103	7.550	6.925	6.243	5.490	4.803	4.138	3.294	2.495	1.917	0.917	-0.026	-0.906	-1.745	-2.462	-3.225	-3.998	-4.743	-5.459	-6.267	-6.747
8196.734484	0.000	9.230	9.147	8.716	8.513	7.994	7.450	6.842	6.385	5.693	4.959	4.038	3.463	2.613	1.728	0.827	-0.105	-0.927	-1.685	-2.577	-3.379	-3.916	-4.831	-5.644	-6.352	-6.977	-7.441	-7.913	-8.358	-8.743	-9.069	-9.459	-9.496
8196.735477	0.000	6.080	5.577	4.752	4.186	3.337	2.498	1.633	0.957	0.090	-0.778	-1.789	-2.409	-3.261	-4.101	-4.914	-5.715	-6.363	-6.904	-7.540	-8.050	-8.257	-8.810	-9.231	-9.519	-9.701	-9.700	-9.690	-9.641	-9.521	-9.335	-9.212	-8.739
8196.736476	0.000	0.581	-0.096	-1.052	-1.705	-2.596	-3.431	-4.248	-4.830	-5.560	-6.249	-7.037	-7.396	-7.948	-8.453	-8.898	-9.299	-9.521	-9.612	-9.778	-9.799	-9.505	-9.548	-9.453	-9.223	-8.889	-8.379	-7.869	-7.334	-6.746	-6.114	-5.569	-4.701
8196.738477	0.000	-9.075	-9.204	-9.541	-9.512	-9.660	-9.700	-9.673	-9.370	-9.181	-8.922	-8.743	-8.122	-7.687	-7.209	-6.679	-6.123	-5.411	-4.600	-3.902	-3.104	-2.042	-1.373	-0.629	0.183	1.028	1.973	2.839	3.648	4.428	5.166	5.732	6.534
8196.739466	0.000	-9.616	-9.227	-9.047	-8.503	-8.146	-7.691	-7.185	-6.422	-5.794	-5.123	-4.562	-3.589	-2.837	-2.079	-1.308	-0.551	0.317	1.242	2.010	2.833	3.874	4.478	5.111	5.769	6.418	7.126	7.715	8.211	8.642	9.000	9.156	9.522
8196.740470	0.000	-6.700	-5.883	-5.301	-4.383	-3.683	-2.919	-2.141	-1.144	-0.323	0.500	1.172	2.210	2.983	3.719	4.423	5.069	5.785	6.515	7.048	7.597	8.329	8.589	8.848	9.103	9.323	9.581	9.700	9.712	9.647	9.501	9.150	9.009
8196.741467	0.000	-1.425	-0.414	0.321	1.349	2.115	2.901	3.658	4.588	5.300	5.971	6.448	7.252	7.752	8.179	8.540	8.812	9.125	9.427	9.510	9.590	9.837	9.602	9.358	9.105	8.818	8.572	8.196	7.723	7.189	6.593	5.813	5.269
8196.742458	0.000	4.362	5.262	5.842	6.673	7.202	7.712	8.156	8.740	9.072	9.336	9.380	9.729	9.755	9.693	9.553	9.316	9.117	8.906	8.481	8.060	7.819	7.110	6.411	5.726	5.033	4.409	3.687	2.903	2.094	1.261	0.286	-0.411
8196.743467	0.000	8.627	9.122	9.268	9.639	9.685	9.694	9.621	9.677	9.475	9.200	8.707	8.525	8.028	7.456	6.824	6.115	5.469	4.838	4.024	3.249	2.690	1.701	0.765	-0.114	-0.959	-1.687	-2.468	-3.264	-4.038	-4.788	-5.636	-6.160
8196.744452	0.000	9.330	9.283	8.886	8.717	8.230	7.716	7.136	6.704	6.036	5.323	4.420	3.860	3.022	2.146	1.251	0.321	-0.501	-1.263	-2.162	-2.975	-3.525	-4.456	-5.289	-6.018	-6.668	-7.158	-7.659	-8.136	-8.553	-8.912	-9.338	-9.411
8196.745452	0.000	6.311	5.824	5.014	4.460	3.621	2.791	1.932	1.260	0.395	-0.474	-1.488	-2.114	-2.973	-3.823	-4.648	-5.462	-6.126	-6.686	-7.341	-7.871	-8.101	-8.677	-9.123	-9.436	-9.643	-9.669	-9.686	-9.663	-9.569	-9.410	-9.313	-8.864
8196.746459	0.000	0.824	0.148	-0.809	-1.465	-2.360	-3.202	-4.027	-4.619	-5.361	-6.062	-6.865	-7.239	-7.808	-8.331	-8.795	-9.216	-9.458	-9.570	-9.757	-9.799	-9.527	-9.590	-9.516	-9.306	-8.992	-8.500	-8.009	-7.491	-6.918	-6.301	-5.769	-4.912
8196.747451	0.000	-4.929	-5.478	-6.264	-6.708	-7.352	-7.905	-8.404	-8.638	-8.990	-9.274	-9.636	-9.548	-9.636	-9.665	-9.625	-9.535	-9.265	-8.865	-8.546	-8.092	-7.336	-6.932	-6.411	-5.778	-5.067	-4.209	-3.384	-2.567	-1.734	-0.894	-0.181	0.813
8196.748448	0.000	-8.820	-8.997	-9.386	-9.407	-9.609	-9.702	-9.728	-9.478	-9.340	-9.132	-9.003	-8.428	-8.038	-7.602	-7.111	-6.590	-5.911	-5.129	-4.455	-3.677	-2.631	-1.973	-1.236	-0.426	0.421	1.374	2.251	3.077	3.876	4.640	5.234	6.069
8196.749449	0.000	-9.842	-9.605	-9.574	-9.175	-8.958	-8.636	-8.256	-7.612	-7.093	-6.521	-6.048	-5.152	-4.467	-3.761	-3.030	-2.301	-1.446	-0.521	0.260	1.109	2.190	2.846	3.544	4.279	5.016	5.822	6.520	7.134	7.691	8.182	8.477	8.988
8196.750442	0.000	-7.851	-7.139	-6.652	-5.820	-5.195	-4.494	-3.766	-2.808	-2.012	-1.202	-0.531	0.520	1.319	2.094	2.848	3.557	4.347	5.162	5.791	6.445	7.291	7.673	8.061	8.450	8.810	9.211	9.477	9.637	9.721	9.723	9.518	9.521
8196.751440	0.000	-2.914	-1.924	-1.200	-0.171	0.607	1.418	2.210	3.187	3.955	4.693	5.247	6.138	6.733	7.262	7.732	8.120	8.554	8.980	9.191	9.403	9.783	9.680	9.568	9.446	9.287	9.165	8.909	8.551	8.125	7.630	6.943	6.484
8196.752425	0.000	2.963	3.921	4.569	5.477	6.093	6.698	7.244	7.938	8.387	8.771	8.941	9.418	9.575	9.646	9.639	9.534	9.465	9.382	9.081	8.780	8.653	8.052	7.453	6.862	6.252	5.703	5.046	4.316	3.551	2.751	1.797	1.110
8196.753439	0.000	7.769	8.396	8.679	9.191	9.382	9.538	9.613	9.818	9.764	9.635	9.284	9.238	8.874	8.428	7.914	7.315	6.770	6.230	5.496	4.790	4.289	3.346	2.442	1.582	0.745	0.011	-0.789	-1.616	-2.434	-3.241	-4.156	-4.760
8196.754418	0.000	9.541	9.635	9.377	9.342	8.985	8.596	8.134	7.812	7.246	6.625	5.804	5.317	4.539	3.713	2.855	1.950	1.140	0.379	-0.532	-1.370	-1.956	-2.936	-3.829	-4.630	-5.362	-5.944	-6.546	-7.132	-7.667	-8.150	-8.705	-8.914
8196.755428	0.000	7.401	7.011	6.287	5.810	5.039	4.264	3.450	2.812	1.967	1.108	0.092	-0.548	-1.434	-2.323	-3.197	-4.072	-4.807	-5.448	-6.194	-6.824	-7.160	-7.851	-8.418	-8.858	-9.195	-9.355	-9.508	-9.623	-9.667	-9.645	-9.684	-9.368
8196.756420	0.000	2.439	1.783	0.834	0.174	-0.739	-1.610	-2.477	-3.122	-3.929	-4.705	-5.595	-6.065	-6.738	-7.374	-7.957	-8.505	-8.879	-9.127	-9.454	-9.638	-9.509	-9.716	-9.784	-9.715	-9.537	-9.179	-8.815	-8.419	-7.961	-7.450	-7.016	-6.248
8196.757419	0.000	-3.550	-4.160	-5.018	-5.543	-6.276	-6.927	-7.532	-7.877	-8.347	-8.754	-9.242	-9.284	-9.504	-9.666	-9.758	-9.800	-9.659	-9.387	-9.190	-8.854	-8.209	-7.911	-7.488	-6.945	-6.314	-5.528	-4.764	-3.998	-3.204	-2.393	-1.698	-0.709
8196.758424	0.000	-8.306	-8.564	-9.036	-9.145	-9.435	-9.617	-9.733	-9.574	-9.526	-9.405	-9.362	-8.870	-8.561	-8.200	-7.781	-7.326	-6.708	-5.980	-5.354	-4.618	-3.606	-2.975	-2.257	-1.458	-0.614	0.342	1.232	2.078	2.905	3.703	4.340	5.223
8196.759424	0.000	-9.848	-9.632	-9.622	-9.244	-9.047	-8.745	-8.384	-7.756	-7.254	-6.698	-6.239	-5.356	-4.681	-3.984	-3.261	-2.538	-1.687	-0.764	0.016	0.866	1.951	2.612	3.317	4.061	4.808	5.626	6.337	6.966	7.539	8.047	8.360	8.891
8196.760407	0.000	-7.851	-7.139	-6.652	-5.820	-5.195	-4.494	-3.766	-2.808	-2.012	-1.202	-0.531	0.520	1.319	2.094	2.848	3.557	4.347	5.162	5.791	6.445	7.291	7.673	8.061	8.450	8.810	9.211	9.477	9.637	9.721	9.723	9.518	9.521
8196.761408	0.000	-2.856	-1.865	-1.140	-0.110	0.668	1.478	2.269	3.245	4.011	4.747	5.298	6.185	6.777	7.302	7.768	8.151	8.580	9.003	9.209	9.415	9.790	9.681	9.564	9.437	9.272	9.146	8.884	8.521	8.091	7.591	6.901	6.438
8196.762404	0.000	2.963	3.921	4.569	5.477	6.093	6.698	7.244	7.938	8.387	8.771	8.941	9.418	9.575	9.646	9.639	9.534	9.465	9.382	9.081	8.780	8.653	8.052	7.453	6.862	6.252	5.703	5.046	4.316	3.551	2.751	1.797	1.110
8196.763407	0.000	7.698	8.333	8.626	9.148	9.350	9.516	9.602	9.817	9.773	9.654	9.314	9.279	8.924	8.488	7.983	7.393	6.855	6.323	5.595	4.895	4.399	3.460	2.559	1.702	0.866	0.132	-0.667	-1.496	-2.316	-3.126	-4.045	-4.653
8196.764402	0.000	9.518	9.718	9.566	9.635	9.381	9.090	8.723	8.492	8.011	7.469	6.723	6.301	5.582	4.807	3.991	3.121	2.336	1.590	0.685	-0.154	-0.753	-1.754	-2.677	-3.517	-4.295	-4.933	-5.598	-6.255	-6.866	-7.433	-8.077	-8.378
8196.765410	0.000	8.703	8.493	7.938	7.618	6.989	6.342	5.640	5.097	4.331	3.531	2.556	1.939	1.057	0.153	-0.756	-1.683	-2.489	-3.218	-4.070	-4.820	-5.294	-6.136	-6.867	-7.482	-8.006	-8.361	-8.717	-9.041	-9.299	-9.493	-9.749	-9.650
8196.766410	0.000	5.795	5.274	4.432	3.851	2.990	2.143	1.271	0.592	-0.275	-1.142	-2.148	-2.760	-3.602	-4.430	-5.227	-6.010	-6.638	-7.158	-7.770	-8.253	-8.434	-8.958	-9.350	-9.607	-9.757	-9.725	-9.683	-9.602	-9.450	-9.234	-9.081	-8.578
8196.767402	0.000	1.066	0.391	-0.566	-1.224	-2.123	-2.971	-3.803	-4.405	-5.158	-5.871	-6.688	-7.078	-7.663	-8.204	-8.686	-9.126	-9.389	-9.521	-9.729	-9.793	-9.541	-9.626	-9.573	-9.384	-9.089	-8.617	-8.144	-7.643	-7.086	-6.483	-5.964	-5.120
8196.768387	0.000	-4.169	-4.754	-5.583	-6.075	-6.771	-7.380	-7.940	-8.237	-8.656	-9.010	-9.444	-9.429	-9.592	-9.695	-9.729	-9.713	-9.514	-9.185	-8.934	-8.544	-7.849	-7.503	-7.035	-6.451	-5.783	-4.963	-4.169	-3.379	-2.565	-1.739	-1.033	-0.039
8196.769395	0.000	-7.961	-8.264	-8.783	-8.941	-9.281	-9.516	-9.685	-9.578	-9.583	-9.516	-9.524	-9.083	-8.822	-8.509	-8.134	-7.722	-7.142	-6.450	-5.856	-5.148	-4.160	-3.549	-2.846	-2.059	-1.222	-0.267	0.625	1.478	2.318	3.132	3.789	4.698
8196.770389	0.000	-9.787	-9.677	-9.773	-9.500	-9.405	-9.203	-8.939	-8.404	-7.990	-7.515	-7.131	-6.317	-5.704	-5.061	-4.384	-3.697	-2.874	-1.971	-1.200	-0.351	0.742	1.421	2.153	2.932	3.724	4.594	5.366	6.062	6.710	7.299	7.699	8.321
8196.771388	0.000	-8.952	-8.395	-8.053	-7.355	-6.852	-6.262	-5.631	-4.754	-4.027	-3.269	-2.634	-1.603	-0.809	-0.023	0.760	1.512	2.361	3.251	3.969	4.726	5.688	6.198	6.725	7.264	7.783	8.350	8.789	9.127	9.393	9.580	9.560	9.749
8196.772385	0.000	-5.500	-4.606	-3.957	-2.982	-2.235	-1.436	-0.634	0.376	1.198	2.011	2.660	3.666	4.394	5.075	5.714	6.284	6.916	7.553	7.984	8.426	9.043	9.183	9.318	9.445	9.534	9.660	9.646	9.526	9.330	9.056	8.579	8.317
8196.773380	0.000	-0.515	0.500	1.231	2.248	2.997	3.759	4.485	5.379	6.047	6.669	7.092	7.838	8.275	8.634	8.924	9.122	9.360	9.583	9.587	9.588	9.756	9.441	9.119	8.790	8.430	8.113	7.669	7.134	6.541	5.891	5.063	4.476
8196.774381	0.000	4.683	5.566	6.127	6.937	7.443	7.928	8.345	8.901	9.205	9.438	9.451	9.769	9.763	9.669	9.497	9.229	8.999	8.759	8.305	7.857	7.590	6.857	6.136	5.432	4.720	4.081	3.346	2.551	1.735	0.898	-0.080	-0.776
8196.775380	0.000	8.350	8.894	9.090	9.512	9.611	9.672	9.653	9.762	9.612	9.389	8.945	8.811	8.360	7.831	7.239	6.568	5.955	5.355	4.567	3.814	3.272	2.297	1.370	0.494	-0.350	-1.084	-1.874	-2.685	-3.477	-4.250	-5.125	-5.680
8196.776384	0.000	9.543	9.643	9.390	9.360	9.009	8.624	8.167	7.849	7.287	6.669	5.852	5.368	4.593	3.769	2.913	2.010	1.200	0.440	-0.471	-1.309	-1.896	-2.878	-3.773	-4.576	-5.310	-5.895	-6.501	-7.091	-7.630	-8.117	-8.677	-8.890
8196.777369	0.000	7.974	7.650	6.988	6.568	5.847	5.117	4.341	3.733	2.913	2.071	1.064	0.426	-0.464	-1.366	-2.260	-3.162	-3.931	-4.612	-5.406	-6.088	-6.484	-7.238	-7.873	-8.385	-8.799	-9.038	-9.272	-9.471	-9.599	-9.662	-9.785	-9.554
8196.778373	0.000	4.090	3.482	2.568	1.930	1.026	0.150	-0.735	-1.412	-2.263	-3.097	-4.055	-4.607	-5.372	-6.111	-6.806	-7.475	-7.978	-8.362	-8.830	-9.161	-9.181	-9.540	-9.762	-9.847	-9.823	-9.615	-9.399	-9.145	-8.825	-8.445	-8.134	-7.481
8196.779364	0.000	-1.062	-1.732	-2.668	-3.288	-4.135	-4.914	-5.664	-6.168	-6.809	-7.400	-8.082	-8.326	-8.756	-9.134	-9.445	-9.709	-9.791	-9.740	-9.762	-9.641	-9.205	-9.107	-8.876	-8.515	-8.054	-7.423	-6.801	-6.161	-5.477	-4.759	-4.138	-3.205
8196.780358	0.000	-6.143	-6.616	-7.318	-7.670	-8.215	-8.661	-9.048	-9.165	-9.397	-9.557	-9.792	-9.577	-9.538	-9.441	-9.275	-9.064	-8.674	-8.161	-7.733	-7.176	-6.324	-5.832	-5.231	-4.528	-3.756	-2.846	-1.981	-1.134	-0.281	0.567	1.277	2.257
8196.781361	0.000	-9.513	-9.530	-9.753	-9.607	-9.639	-9.562	-9.419	-9.003	-8.703	-8.336	-8.055	-7.336	-6.810	-6.246	-5.639	-5.013	-4.240	-3.377	-2.636	-1.805	-0.719	-0.036	0.711	1.516	2.343	3.262	4.090	4.854	5.577	6.251	6.744	7.466
8196.782354	0.000	-9.336	-8.861	-8.598	-7.975	-7.542	-7.016	-6.444	-5.621	-4.939	-4.221	-3.618	-2.611	-1.834	-1.057	-0.275	0.484	1.348	2.260	3.007	3.802	4.808	5.368	5.953	6.555	7.142	7.783	8.299	8.718	9.069	9.343	9.412	9.690
8196.783355	0.000	-5.998	-5.133	-4.508	-3.554	-2.823	-2.036	-1.240	-0.233	0.591	1.410	2.071	3.092	3.841	4.546	5.212	5.816	6.483	7.159	7.633	8.118	8.783	8.972	9.158	9.336	9.478	9.657	9.696	9.628	9.485	9.261	8.834	8.620
8196.784353	0.000	-0.454	0.560	1.291	2.307	3.055	3.815	4.539	5.430	6.095	6.714	7.133	7.875	8.307	8.662	8.947	9.140	9.372	9.591	9.589	9.584	9.747	9.427	9.100	8.767	8.401	8.080	7.632	7.092	6.496	5.842	5.011	4.422
8196.785345	0.000	5.453	6.290	6.800	7.553	7.998	8.418	8.766	9.250	9.478	9.635	9.569	9.807	9.722	9.548	9.298	8.953	8.648	8.336	7.812	7.300	6.972	6.182	5.410	4.660	3.909	3.236	2.474	1.659	0.829	-0.015	-0.992	-1.682
8196.786344	0.000	8.977	9.397	9.466	9.758	9.725	9.654	9.501	9.479	9.200	8.851	8.285	8.034	7.472	6.839	6.150	5.390	4.698	4.028	3.180	2.377	1.798	0.795	-0.148	-1.028	-1.865	-2.580	-3.340	-4.108	-4.848	-5.559	-6.361	-6.834
