July 9, 2018
3:16 PM
Hot Liquid Setpoint (°C):
0
Cold Liquid Setpoint (°C):
0
Hot Liquid Flowrate (LPM): 
0.0
Cold Liquid Flowrate (LPM):
0.0
Mean Pressure Setpoint (kPa):
0
Load Torque Setpoint (Nm):
0.0
Teknic Motor Setpoint (RPM):
0
Counter data is in units of (Counts). Voltage data is in units of (V).


VI_time      	ctr0	VI_0	VI_1	VI_2	VI_3	VI_4	VI_5	VI_6	VI_7	VI_8	VI_9	VI_10	VI_11	VI_12	VI_13	VI_14	VI_15	VI_16	VI_17	VI_18	VI_19	VI_20	VI_21	VI_22	VI_23	VI_24	VI_25	VI_26	VI_27	VI_28	VI_29	VI_30	VI_31
8196.787337	0.000	9.198	9.106	8.664	8.452	7.924	7.372	6.756	6.291	5.594	4.853	3.928	3.349	2.495	1.608	0.706	-0.227	-1.049	-1.805	-2.694	-3.494	-4.026	-4.936	-5.744	-6.445	-7.063	-7.519	-7.982	-8.419	-8.794	-9.110	-9.490	-9.517
8196.788334	0.000	5.891	5.375	4.539	3.963	3.106	2.261	1.392	0.714	-0.154	-1.021	-2.028	-2.644	-3.489	-4.321	-5.124	-5.912	-6.547	-7.074	-7.695	-8.187	-8.376	-8.910	-9.312	-9.580	-9.740	-9.718	-9.687	-9.616	-9.475	-9.269	-9.126	-8.633
8196.789338	0.000	0.459	-0.218	-1.173	-1.824	-2.713	-3.545	-4.358	-4.935	-5.659	-6.340	-7.122	-7.473	-8.016	-8.512	-8.947	-9.339	-9.550	-9.631	-9.786	-9.797	-9.493	-9.525	-9.419	-9.180	-8.836	-8.316	-7.798	-7.254	-6.658	-6.019	-5.468	-4.594
8196.790329	0.000	-5.295	-5.824	-6.587	-7.006	-7.622	-8.145	-8.612	-8.812	-9.130	-9.379	-9.704	-9.579	-9.630	-9.623	-9.545	-9.419	-9.113	-8.680	-8.328	-7.843	-7.057	-6.626	-6.081	-5.426	-4.695	-3.820	-2.981	-2.154	-1.313	-0.468	0.245	1.238
8196.791333	0.000	-9.099	-9.223	-9.555	-9.520	-9.664	-9.698	-9.666	-9.357	-9.163	-8.899	-8.716	-8.089	-7.651	-7.168	-6.634	-6.074	-5.360	-4.546	-3.846	-3.046	-1.982	-1.313	-0.568	0.244	1.088	2.033	2.897	3.705	4.482	5.218	5.780	6.579
8196.792329	0.000	-9.616	-9.227	-9.047	-8.503	-8.146	-7.691	-7.185	-6.422	-5.794	-5.123	-4.562	-3.589	-2.837	-2.079	-1.308	-0.551	0.317	1.242	2.010	2.833	3.874	4.478	5.111	5.769	6.418	7.126	7.715	8.211	8.642	9.000	9.156	9.522
8196.793325	0.000	-6.789	-5.979	-5.403	-4.491	-3.796	-3.036	-2.260	-1.265	-0.444	0.378	1.050	2.091	2.867	3.606	4.315	4.966	5.688	6.424	6.965	7.522	8.263	8.532	8.801	9.066	9.296	9.564	9.694	9.716	9.662	9.527	9.186	9.055
8196.794319	0.000	-1.486	-0.475	0.260	1.288	2.055	2.843	3.601	4.534	5.248	5.922	6.403	7.211	7.715	8.146	8.512	8.788	9.107	9.414	9.501	9.587	9.840	9.610	9.371	9.123	8.841	8.600	8.228	7.760	7.230	6.637	5.861	5.320
8196.795317	0.000	4.362	5.262	5.842	6.673	7.202	7.712	8.156	8.740	9.072	9.336	9.380	9.729	9.755	9.693	9.553	9.316	9.117	8.906	8.481	8.060	7.819	7.110	6.411	5.726	5.033	4.409	3.687	2.903	2.094	1.261	0.286	-0.411
8196.796314	0.000	8.437	8.966	9.147	9.554	9.637	9.683	9.647	9.740	9.575	9.336	8.878	8.728	8.264	7.722	7.118	6.435	5.812	5.202	4.406	3.646	3.099	2.119	1.189	0.312	-0.533	-1.266	-2.053	-2.860	-3.647	-4.414	-5.280	-5.826
8196.797320	0.000	9.449	9.459	9.118	9.003	8.567	8.103	7.569	7.180	6.552	5.874	5.002	4.469	3.653	2.795	1.911	0.989	0.168	-0.595	-1.502	-2.328	-2.896	-3.850	-4.710	-5.471	-6.156	-6.687	-7.230	-7.754	-8.220	-8.632	-9.111	-9.241
8196.798305	0.000	6.837	6.393	5.620	5.100	4.290	3.482	2.642	1.983	1.124	0.257	-0.761	-1.396	-2.270	-3.141	-3.991	-4.836	-5.535	-6.134	-6.834	-7.412	-7.693	-8.323	-8.826	-9.199	-9.468	-9.556	-9.636	-9.677	-9.646	-9.550	-9.515	-9.127
8196.799313	0.000	2.673	2.022	1.076	0.417	-0.496	-1.369	-2.240	-2.891	-3.706	-4.492	-5.392	-5.875	-6.562	-7.213	-7.814	-8.378	-8.771	-9.039	-9.386	-9.591	-9.483	-9.711	-9.800	-9.752	-9.595	-9.257	-8.914	-8.537	-8.097	-7.603	-7.185	-6.431
8196.800304	0.000	-2.914	-3.545	-4.429	-4.984	-5.752	-6.441	-7.088	-7.478	-7.997	-8.455	-8.997	-9.094	-9.371	-9.591	-9.741	-9.841	-9.759	-9.544	-9.403	-9.121	-8.529	-8.281	-7.905	-7.406	-6.817	-6.067	-5.335	-4.598	-3.828	-3.036	-2.354	-1.375
8196.801304	0.000	-7.776	-8.101	-8.644	-8.826	-9.191	-9.451	-9.646	-9.566	-9.598	-9.557	-9.591	-9.176	-8.940	-8.651	-8.299	-7.908	-7.349	-6.676	-6.099	-5.406	-4.431	-3.831	-3.137	-2.357	-1.524	-0.571	0.321	1.176	2.021	2.842	3.508	4.428
8196.802293	0.000	-9.848	-9.653	-9.665	-9.307	-9.130	-8.848	-8.505	-7.896	-7.411	-6.870	-6.426	-5.555	-4.892	-4.205	-3.490	-2.773	-1.927	-1.007	-0.228	0.623	1.711	2.376	3.088	3.840	4.597	5.426	6.150	6.793	7.382	7.907	8.238	8.788
8196.803301	0.000	-7.888	-7.180	-6.697	-5.868	-5.246	-4.548	-3.822	-2.866	-2.072	-1.263	-0.592	0.460	1.259	2.034	2.790	3.500	4.293	5.111	5.742	6.400	7.250	7.636	8.028	8.422	8.786	9.193	9.464	9.628	9.718	9.725	9.526	9.534
8196.804291	0.000	-2.797	-1.805	-1.079	-0.049	0.729	1.538	2.328	3.302	4.067	4.800	5.349	6.233	6.820	7.342	7.804	8.183	8.607	9.024	9.226	9.426	9.796	9.682	9.560	9.427	9.258	9.126	8.860	8.492	8.057	7.553	6.858	6.392
8196.805295	0.000	3.307	4.253	4.886	5.777	6.374	6.957	7.480	8.149	8.570	8.927	9.067	9.514	9.640	9.679	9.640	9.503	9.403	9.289	8.957	8.627	8.471	7.843	7.219	6.604	5.973	5.404	4.730	3.985	3.207	2.398	1.437	0.746
8196.806299	0.000	7.974	8.574	8.829	9.311	9.472	9.596	9.640	9.813	9.727	9.566	9.184	9.109	8.715	8.240	7.700	7.076	6.507	5.947	5.194	4.471	3.955	3.000	2.087	1.221	0.381	-0.355	-1.152	-1.975	-2.786	-3.583	-4.486	-5.074
8196.807288	0.000	9.541	9.635	9.377	9.342	8.985	8.596	8.134	7.812	7.246	6.625	5.804	5.317	4.539	3.713	2.855	1.950	1.140	0.379	-0.532	-1.370	-1.956	-2.936	-3.829	-4.630	-5.362	-5.944	-6.546	-7.132	-7.667	-8.150	-8.705	-8.914
8196.808289	0.000	7.401	7.011	6.287	5.810	5.039	4.264	3.450	2.812	1.967	1.108	0.092	-0.548	-1.434	-2.323	-3.197	-4.072	-4.807	-5.448	-6.194	-6.824	-7.160	-7.851	-8.418	-8.858	-9.195	-9.355	-9.508	-9.623	-9.667	-9.645	-9.684	-9.368
8196.809284	0.000	2.848	2.201	1.258	0.600	-0.313	-1.188	-2.061	-2.717	-3.537	-4.330	-5.238	-5.730	-6.427	-7.090	-7.702	-8.280	-8.687	-8.969	-9.331	-9.551	-9.459	-9.703	-9.808	-9.776	-9.635	-9.313	-8.984	-8.621	-8.195	-7.714	-7.308	-6.566
8196.810277	0.000	-3.031	-3.658	-4.538	-5.087	-5.850	-6.531	-7.171	-7.554	-8.064	-8.512	-9.045	-9.132	-9.399	-9.608	-9.747	-9.837	-9.744	-9.519	-9.368	-9.076	-8.474	-8.217	-7.832	-7.325	-6.728	-5.971	-5.234	-4.490	-3.716	-2.920	-2.236	-1.254
8196.811280	0.000	-7.997	-8.295	-8.810	-8.963	-9.299	-9.527	-9.692	-9.579	-9.579	-9.506	-9.509	-9.064	-8.798	-8.479	-8.100	-7.684	-7.100	-6.404	-5.807	-5.096	-4.105	-3.492	-2.788	-1.999	-1.161	-0.206	0.686	1.539	2.377	3.190	3.845	4.751
8196.812276	0.000	-9.849	-9.649	-9.655	-9.292	-9.110	-8.822	-8.475	-7.861	-7.373	-6.828	-6.379	-5.505	-4.839	-4.150	-3.433	-2.715	-1.867	-0.947	-0.167	0.684	1.771	2.435	3.146	3.895	4.649	5.477	6.198	6.837	7.422	7.943	8.269	8.814
8196.813276	0.000	-7.925	-7.221	-6.742	-5.916	-5.297	-4.602	-3.878	-2.924	-2.131	-1.323	-0.652	0.399	1.198	1.974	2.732	3.444	4.239	5.059	5.694	6.355	7.208	7.598	7.995	8.393	8.763	9.173	9.450	9.620	9.714	9.728	9.533	9.546
8196.814272	0.000	-2.972	-1.984	-1.260	-0.232	0.547	1.357	2.150	3.129	3.899	4.640	5.196	6.090	6.688	7.221	7.696	8.088	8.526	8.958	9.174	9.390	9.776	9.678	9.571	9.455	9.301	9.184	8.933	8.579	8.158	7.667	6.984	6.529
8196.815263	0.000	2.906	3.865	4.515	5.426	6.045	6.654	7.204	7.902	8.355	8.744	8.918	9.401	9.563	9.639	9.637	9.537	9.474	9.397	9.100	8.804	8.682	8.085	7.492	6.903	6.298	5.752	5.098	4.370	3.608	2.809	1.857	1.170
8196.816269	0.000	7.477	8.139	8.460	9.011	9.242	9.439	9.557	9.804	9.791	9.705	9.396	9.391	9.067	8.659	8.181	7.617	7.104	6.594	5.887	5.205	4.724	3.799	2.909	2.060	1.229	0.498	-0.302	-1.134	-1.960	-2.778	-3.709	-4.331
8196.817272	0.000	9.507	9.718	9.577	9.657	9.412	9.132	8.774	8.553	8.081	7.548	6.809	6.394	5.682	4.912	4.102	3.236	2.453	1.710	0.807	-0.032	-0.631	-1.634	-2.559	-3.402	-4.185	-4.828	-5.498	-6.161	-6.780	-7.355	-8.007	-8.317
8196.818257	0.000	8.261	7.976	7.351	6.966	6.276	5.574	4.822	4.237	3.433	2.604	1.606	0.973	0.083	-0.821	-1.723	-2.636	-3.421	-4.121	-4.938	-5.647	-6.073	-6.860	-7.532	-8.082	-8.537	-8.819	-9.098	-9.342	-9.518	-9.629	-9.800	-9.616
8196.819255	0.000	3.870	3.254	2.333	1.690	0.783	-0.094	-0.978	-1.652	-2.499	-3.326	-4.276	-4.818	-5.572	-6.298	-6.979	-7.632	-8.118	-8.485	-8.934	-9.245	-9.245	-9.584	-9.784	-9.848	-9.802	-9.573	-9.336	-9.063	-8.723	-8.324	-7.995	-7.325
8196.820248	0.000	-1.967	-2.622	-3.536	-4.129	-4.941	-5.680	-6.383	-6.835	-7.420	-7.948	-8.565	-8.739	-9.097	-9.399	-9.634	-9.819	-9.821	-9.691	-9.634	-9.433	-8.921	-8.749	-8.446	-8.016	-7.490	-6.799	-6.121	-5.431	-4.702	-3.944	-3.290	-2.330
8196.821265	0.000	-7.344	-7.715	-8.307	-8.540	-8.960	-9.276	-9.528	-9.506	-9.596	-9.613	-9.706	-9.348	-9.168	-8.932	-8.633	-8.291	-7.778	-7.148	-6.611	-5.954	-5.011	-4.438	-3.767	-3.004	-2.184	-1.239	-0.349	0.508	1.360	2.194	2.878	3.820
8196.822242	0.000	-9.780	-9.676	-9.777	-9.509	-9.419	-9.223	-8.963	-8.433	-8.023	-7.553	-7.173	-6.362	-5.753	-5.113	-4.438	-3.754	-2.932	-2.031	-1.261	-0.411	0.681	1.360	2.094	2.874	3.667	4.541	5.315	6.014	6.665	7.258	7.663	8.289
8196.823251	0.000	-8.467	-7.832	-7.417	-6.650	-6.084	-5.436	-4.753	-3.832	-3.067	-2.279	-1.622	-0.576	0.226	1.011	1.785	2.521	3.347	4.205	4.884	5.595	6.505	6.956	7.420	7.889	8.333	8.822	9.179	9.431	9.610	9.708	9.598	9.696
8196.824246	0.000	-3.777	-2.810	-2.102	-1.082	-0.306	0.508	1.312	2.307	3.101	3.870	4.462	5.396	6.040	6.624	7.154	7.605	8.107	8.605	8.890	9.178	9.636	9.612	9.580	9.537	9.457	9.413	9.232	8.947	8.592	8.163	7.539	7.138
8196.825245	0.000	2.025	3.010	3.692	4.640	5.303	5.960	6.565	7.322	7.839	8.296	8.542	9.099	9.337	9.491	9.568	9.548	9.564	9.566	9.347	9.127	9.078	8.551	8.024	7.499	6.951	6.459	5.852	5.167	4.440	3.672	2.742	2.072
8196.826239	0.000	7.086	7.790	8.155	8.753	9.034	9.282	9.451	9.751	9.792	9.758	9.502	9.549	9.275	8.917	8.486	7.967	7.496	7.026	6.354	5.705	5.252	4.351	3.481	2.648	1.830	1.105	0.307	-0.527	-1.360	-2.189	-3.136	-3.778
8196.827232	0.000	9.466	9.709	9.599	9.711	9.498	9.248	8.920	8.727	8.283	7.775	7.060	6.668	5.976	5.224	4.429	3.576	2.804	2.069	1.170	0.333	-0.266	-1.272	-2.204	-3.055	-3.850	-4.506	-5.194	-5.875	-6.515	-7.112	-7.789	-8.126
8196.828236	0.000	8.465	8.212	7.618	7.260	6.596	5.917	5.187	4.619	3.831	3.013	2.025	1.397	0.510	-0.395	-1.301	-2.222	-3.017	-3.731	-4.563	-5.292	-5.739	-6.552	-7.250	-7.829	-8.315	-8.629	-8.943	-9.222	-9.434	-9.581	-9.790	-9.642
8196.829233	0.000	4.630	4.045	3.149	2.524	1.630	0.758	-0.126	-0.808	-1.667	-2.515	-3.491	-4.065	-4.857	-5.626	-6.356	-7.061	-7.605	-8.032	-8.546	-8.925	-8.995	-9.406	-9.680	-9.818	-9.847	-9.692	-9.528	-9.327	-9.056	-8.724	-8.459	-7.850
8196.830225	0.000	-1.305	-1.971	-2.902	-3.516	-4.354	-5.123	-5.861	-6.351	-6.979	-7.553	-8.218	-8.444	-8.855	-9.212	-9.504	-9.747	-9.808	-9.735	-9.736	-9.594	-9.137	-9.020	-8.769	-8.389	-7.910	-7.263	-6.625	-5.972	-5.275	-4.545	-3.915	-2.974
8196.831221	0.000	-6.655	-7.089	-7.748	-8.053	-8.548	-8.943	-9.276	-9.337	-9.511	-9.613	-9.791	-9.517	-9.420	-9.266	-9.045	-8.779	-8.338	-7.775	-7.301	-6.701	-5.809	-5.282	-4.650	-3.920	-3.125	-2.199	-1.320	-0.466	0.389	1.234	1.936	2.904
8196.832220	0.000	-9.559	-9.560	-9.768	-9.606	-9.622	-9.529	-9.371	-8.939	-8.624	-8.244	-7.949	-7.217	-6.680	-6.105	-5.488	-4.854	-4.074	-3.205	-2.459	-1.624	-0.537	0.146	0.893	1.695	2.520	3.433	4.255	5.011	5.726	6.390	6.872	7.583
8196.833241	0.000	-9.234	-8.734	-8.448	-7.802	-7.348	-6.802	-6.212	-5.372	-4.677	-3.945	-3.332	-2.318	-1.534	-0.753	0.029	0.787	1.648	2.555	3.294	4.078	5.072	5.619	6.188	6.772	7.339	7.959	8.453	8.849	9.175	9.424	9.467	9.719
8196.834219	0.000	-5.398	-4.499	-3.844	-2.866	-2.117	-1.316	-0.512	0.498	1.319	2.130	2.777	3.779	4.503	5.179	5.811	6.375	6.999	7.628	8.051	8.483	9.091	9.221	9.346	9.462	9.541	9.656	9.632	9.501	9.295	9.010	8.524	8.253
8196.835214	0.000	0.702	1.710	2.425	3.416	4.131	4.850	5.524	6.359	6.960	7.509	7.852	8.511	8.857	9.121	9.312	9.408	9.541	9.659	9.556	9.451	9.514	9.096	8.674	8.248	7.794	7.389	6.864	6.251	5.588	4.876	3.993	3.360
8196.836210	0.000	6.219	7.001	7.450	8.138	8.512	8.858	9.129	9.532	9.678	9.751	9.600	9.754	9.583	9.326	8.994	8.569	8.188	7.803	7.210	6.633	6.246	5.402	4.582	3.790	3.004	2.303	1.520	0.691	-0.145	-0.988	-1.957	-2.631
8196.837214	0.000	9.275	9.608	9.588	9.790	9.666	9.505	9.264	9.155	8.791	8.360	7.717	7.392	6.762	6.066	5.320	4.509	3.773	3.066	2.188	1.364	0.769	-0.240	-1.182	-2.052	-2.873	-3.563	-4.291	-5.021	-5.715	-6.372	-7.115	-7.523
8196.838206	0.000	8.869	8.692	8.169	7.880	7.279	6.658	5.980	5.458	4.710	3.926	2.964	2.355	1.480	0.579	-0.330	-1.260	-2.073	-2.812	-3.677	-4.443	-4.936	-5.799	-6.554	-7.196	-7.749	-8.134	-8.523	-8.880	-9.173	-9.404	-9.696	-9.634
8196.839205	0.000	5.048	4.483	3.604	2.993	2.108	1.243	0.361	-0.321	-1.186	-2.042	-3.030	-3.620	-4.431	-5.222	-5.977	-6.711	-7.285	-7.746	-8.295	-8.712	-8.821	-9.272	-9.588	-9.768	-9.838	-9.726	-9.605	-9.445	-9.215	-8.923	-8.696	-8.123
8196.840202	0.000	-0.759	-1.431	-2.373	-3.001	-3.858	-4.649	-5.413	-5.933	-6.592	-7.202	-7.905	-8.172	-8.625	-9.027	-9.364	-9.654	-9.762	-9.737	-9.786	-9.691	-9.281	-9.209	-9.003	-8.665	-8.226	-7.617	-7.015	-6.393	-5.725	-5.021	-4.413	-3.490
8196.841200	0.000	-6.094	-6.571	-7.278	-7.633	-8.182	-8.633	-9.026	-9.147	-9.384	-9.549	-9.790	-9.581	-9.547	-9.454	-9.294	-9.087	-8.703	-8.194	-7.770	-7.217	-6.369	-5.881	-5.283	-4.582	-3.812	-2.905	-2.040	-1.194	-0.342	0.506	1.216	2.198
8196.843184	0.000	-9.296	-8.811	-8.539	-7.907	-7.465	-6.932	-6.352	-5.522	-4.835	-4.111	-3.504	-2.494	-1.714	-0.936	-0.154	0.605	1.468	2.378	3.122	3.913	4.914	5.469	6.047	6.643	7.222	7.854	8.362	8.772	9.112	9.376	9.435	9.703
8196.844184	0.000	-5.652	-4.766	-4.124	-3.155	-2.413	-1.617	-0.816	0.193	1.016	1.831	2.484	3.495	4.230	4.918	5.566	6.146	6.788	7.437	7.882	8.337	8.969	9.124	9.274	9.416	9.522	9.663	9.665	9.560	9.380	9.121	8.659	8.412
8196.845192	0.000	0.338	1.349	2.070	3.070	3.797	4.530	5.221	6.074	6.697	7.268	7.637	8.323	8.696	8.990	9.211	9.338	9.502	9.652	9.582	9.508	9.602	9.215	8.822	8.425	7.998	7.619	7.117	6.527	5.884	5.189	4.321	3.701
8196.846178	0.000	6.126	6.916	7.373	8.069	8.453	8.808	9.088	9.502	9.658	9.741	9.602	9.765	9.606	9.359	9.037	8.622	8.250	7.874	7.290	6.720	6.340	5.503	4.688	3.901	3.119	2.421	1.640	0.813	-0.023	-0.867	-1.838	-2.514
8196.847177	0.000	9.431	9.695	9.606	9.739	9.547	9.318	9.010	8.837	8.411	7.921	7.223	6.846	6.167	5.428	4.644	3.799	3.035	2.306	1.411	0.576	-0.023	-1.030	-1.965	-2.822	-3.623	-4.289	-4.986	-5.680	-6.333	-6.945	-7.638	-7.992
8196.848173	0.000	8.465	8.212	7.618	7.260	6.596	5.917	5.187	4.619	3.831	3.013	2.025	1.397	0.510	-0.395	-1.301	-2.222	-3.017	-3.731	-4.563	-5.292	-5.739	-6.552	-7.250	-7.829	-8.315	-8.629	-8.943	-9.222	-9.434	-9.581	-9.790	-9.642
8196.849189	0.000	4.735	4.155	3.264	2.642	1.750	0.880	-0.004	-0.686	-1.547	-2.397	-3.377	-3.955	-4.751	-5.526	-6.262	-6.976	-7.527	-7.963	-8.486	-8.874	-8.954	-9.375	-9.660	-9.808	-9.847	-9.703	-9.550	-9.358	-9.098	-8.776	-8.521	-7.920
8196.850191	0.000	-0.759	-1.431	-2.373	-3.001	-3.858	-4.649	-5.413	-5.933	-6.592	-7.202	-7.905	-8.172	-8.625	-9.027	-9.364	-9.654	-9.762	-9.737	-9.786	-9.691	-9.281	-9.209	-9.003	-8.665	-8.226	-7.617	-7.015	-6.393	-5.725	-5.021	-4.413	-3.490
8196.851172	0.000	-6.285	-6.748	-7.439	-7.778	-8.309	-8.742	-9.115	-9.216	-9.432	-9.577	-9.797	-9.566	-9.511	-9.398	-9.217	-8.990	-8.586	-8.059	-7.618	-7.049	-6.186	-5.685	-5.075	-4.364	-3.585	-2.671	-1.801	-0.952	-0.098	0.749	1.457	2.435
8196.852162	0.000	-9.464	-9.496	-9.735	-9.605	-9.653	-9.592	-9.465	-9.064	-8.778	-8.426	-8.158	-7.452	-6.938	-6.385	-5.787	-5.170	-4.405	-3.548	-2.812	-1.984	-0.901	-0.219	0.529	1.335	2.166	3.089	3.924	4.694	5.426	6.110	6.613	7.347
8196.853166	0.000	-9.317	-8.836	-8.569	-7.941	-7.504	-6.974	-6.398	-5.572	-4.887	-4.166	-3.561	-2.553	-1.774	-0.996	-0.215	0.544	1.408	2.319	3.065	3.857	4.861	5.419	6.000	6.599	7.182	7.818	8.331	8.745	9.091	9.360	9.424	9.697
8196.854157	0.000	-5.949	-5.081	-4.453	-3.497	-2.765	-1.976	-1.180	-0.172	0.652	1.471	2.130	3.150	3.897	4.599	5.264	5.863	6.527	7.199	7.669	8.150	8.811	8.995	9.175	9.349	9.486	9.659	9.693	9.620	9.471	9.242	8.810	8.591
8196.855156	0.000	-0.576	0.439	1.171	2.188	2.939	3.703	4.431	5.328	5.999	6.625	7.051	7.801	8.242	8.606	8.901	9.104	9.346	9.576	9.584	9.590	9.764	9.454	9.137	8.814	8.458	8.146	7.707	7.175	6.586	5.940	5.114	4.531
8196.856154	0.000	5.150	6.007	6.538	7.315	7.784	8.230	8.607	9.120	9.379	9.566	9.532	9.802	9.748	9.606	9.388	9.073	8.798	8.514	8.018	7.531	7.227	6.459	5.707	4.974	4.238	3.578	2.826	2.018	1.192	0.350	-0.628	-1.321
8196.857154	0.000	9.017	9.427	9.486	9.768	9.724	9.642	9.479	9.447	9.157	8.798	8.223	7.963	7.392	6.752	6.056	5.290	4.592	3.917	3.065	2.259	1.677	0.674	-0.270	-1.149	-1.985	-2.697	-3.454	-4.219	-4.953	-5.658	-6.453	-6.919
8196.858149	0.000	9.094	8.971	8.501	8.261	7.706	7.129	6.491	6.005	5.288	4.532	3.592	3.002	2.139	1.246	0.341	-0.592	-1.412	-2.163	-3.045	-3.834	-4.353	-5.248	-6.038	-6.719	-7.315	-7.746	-8.184	-8.593	-8.940	-9.226	-9.575	-9.571
8196.859146	0.000	5.699	5.171	4.323	3.739	2.874	2.024	1.151	0.471	-0.397	-1.263	-2.266	-2.877	-3.714	-4.538	-5.330	-6.106	-6.728	-7.240	-7.844	-8.319	-8.490	-9.005	-9.386	-9.634	-9.773	-9.730	-9.678	-9.586	-9.424	-9.197	-9.034	-8.522
8196.860152	0.000	-0.027	-0.705	-1.656	-2.300	-3.177	-3.995	-4.789	-5.344	-6.044	-6.698	-7.449	-7.767	-8.275	-8.735	-9.131	-9.482	-9.653	-9.692	-9.805	-9.773	-9.426	-9.416	-9.270	-8.990	-8.608	-8.051	-7.499	-6.923	-6.297	-5.631	-5.055	-4.161
8196.861141	0.000	-5.500	-6.016	-6.766	-7.170	-7.770	-8.275	-8.724	-8.905	-9.202	-9.430	-9.735	-9.588	-9.619	-9.590	-9.491	-9.345	-9.019	-8.566	-8.196	-7.693	-6.892	-6.446	-5.887	-5.220	-4.478	-3.595	-2.748	-1.916	-1.071	-0.225	0.489	1.479
8196.862146	0.000	-9.168	-9.276	-9.594	-9.543	-9.671	-9.689	-9.641	-9.317	-9.107	-8.828	-8.630	-7.990	-7.538	-7.044	-6.499	-5.929	-5.205	-4.384	-3.677	-2.871	-1.804	-1.131	-0.385	0.427	1.270	2.211	3.071	3.873	4.644	5.371	5.925	6.713
8196.863137	0.000	-9.559	-9.150	-8.950	-8.388	-8.012	-7.540	-7.018	-6.240	-5.599	-4.916	-4.344	-3.362	-2.604	-1.840	-1.066	-0.308	0.561	1.483	2.247	3.064	4.098	4.692	5.315	5.961	6.596	7.288	7.861	8.339	8.752	9.090	9.226	9.572
8196.864128	0.000	-6.518	-5.688	-5.093	-4.165	-3.457	-2.686	-1.902	-0.902	-0.079	0.744	1.413	2.448	3.214	3.943	4.638	5.273	5.976	6.692	7.210	7.743	8.457	8.699	8.939	9.173	9.373	9.609	9.707	9.698	9.612	9.445	9.073	8.913
8196.865136	0.000	-1.002	0.012	0.746	1.770	2.529	3.305	4.048	4.963	5.655	6.304	6.756	7.534	8.005	8.401	8.729	8.967	9.245	9.511	9.556	9.599	9.810	9.537	9.257	8.968	8.646	8.367	7.959	7.456	6.894	6.272	5.469	4.905
8196.866133	0.000	4.576	5.465	6.033	6.850	7.364	7.857	8.283	8.849	9.162	9.405	9.429	9.757	9.762	9.678	9.517	9.259	9.040	8.809	8.365	7.926	7.668	6.942	6.229	5.531	4.825	4.191	3.460	2.669	1.855	1.019	0.042	-0.655
8196.867127	0.000	8.574	9.079	9.236	9.617	9.674	9.693	9.630	9.697	9.505	9.241	8.758	8.585	8.097	7.534	6.909	6.208	5.568	4.943	4.134	3.363	2.807	1.821	0.886	0.007	-0.837	-1.567	-2.350	-3.149	-3.927	-4.682	-5.535	-6.066
8196.868124	0.000	9.389	9.369	8.997	8.852	8.388	7.897	7.337	6.925	6.275	5.576	4.687	4.139	3.311	2.442	1.552	0.626	-0.197	-0.960	-1.863	-2.683	-3.241	-4.183	-5.028	-5.773	-6.439	-6.948	-7.468	-7.967	-8.407	-8.790	-9.240	-9.339
8196.869130	0.000	7.004	6.575	5.816	5.307	4.507	3.709	2.875	2.221	1.366	0.500	-0.517	-1.155	-2.033	-2.909	-3.767	-4.621	-5.331	-5.943	-6.656	-7.249	-7.547	-8.195	-8.717	-9.109	-9.397	-9.506	-9.607	-9.669	-9.660	-9.585	-9.571	-9.203
8196.870118	0.000	2.144	1.483	0.530	-0.131	-1.042	-1.910	-2.770	-3.408	-4.204	-4.968	-5.843	-6.296	-6.952	-7.568	-8.130	-8.655	-9.006	-9.229	-9.530	-9.689	-9.533	-9.713	-9.755	-9.660	-9.456	-9.072	-8.685	-8.265	-7.785	-7.253	-6.799	-6.013
8196.871117	0.000	-3.777	-4.378	-5.226	-5.739	-6.460	-7.095	-7.684	-8.012	-8.464	-8.852	-9.321	-9.342	-9.541	-9.682	-9.753	-9.774	-9.612	-9.318	-9.102	-8.746	-8.083	-7.767	-7.327	-6.769	-6.124	-5.325	-4.550	-3.775	-2.973	-2.156	-1.457	-0.465
8196.872117	0.000	-8.372	-8.620	-9.083	-9.181	-9.461	-9.633	-9.739	-9.568	-9.509	-9.379	-9.325	-8.824	-8.504	-8.135	-7.706	-7.244	-6.618	-5.884	-5.252	-4.510	-3.493	-2.859	-2.137	-1.337	-0.493	0.464	1.353	2.197	3.021	3.816	4.447	5.326
8196.873120	0.000	-9.817	-9.542	-9.475	-9.040	-8.788	-8.433	-8.021	-7.346	-6.800	-6.202	-5.706	-4.789	-4.085	-3.364	-2.621	-1.883	-1.022	-0.095	0.685	1.530	2.604	3.250	3.936	4.654	5.372	6.157	6.830	7.417	7.945	8.405	8.668	9.145
8196.874109	0.000	-7.584	-6.844	-6.332	-5.476	-4.830	-4.111	-3.369	-2.398	-1.594	-0.778	-0.104	0.946	1.741	2.508	3.252	3.948	4.721	5.517	6.124	6.754	7.572	7.925	8.283	8.639	8.965	9.331	9.561	9.684	9.730	9.696	9.453	9.420
8196.875104	0.000	-2.206	-1.203	-0.471	0.559	1.335	2.136	2.914	3.871	4.615	5.323	5.842	6.693	7.244	7.726	8.145	8.479	8.855	9.223	9.373	9.522	9.839	9.672	9.497	9.312	9.090	8.908	8.593	8.178	7.699	7.154	6.420	5.919
